,date_open,price_open,type,date_close,price_close
124,2022-04-07 22:46:00,4520.27,buy,2022-04-07 22:49:00,4513.47
125,2022-04-07 23:27:00,4496.64,sell,2022-04-07 23:33:00,4498.31
126,2022-04-08 03:19:00,4501.96,sell,2022-04-08 03:39:00,4497.96
127,2022-04-08 08:18:00,4502.19,buy,2022-04-08 08:25:00,4501.94
128,2022-04-08 09:27:00,4510.76,buy,2022-04-08 09:38:00,4510.48
129,2022-04-08 10:06:00,4506.72,sell,2022-04-08 10:10:00,4512.29
130,2022-04-08 10:39:00,4516.88,buy,2022-04-08 10:47:00,4514.16
131,2022-04-08 12:01:00,4509.58,sell,2022-04-08 12:05:00,4510.88
132,2022-04-08 13:21:00,4506.04,sell,2022-04-08 13:33:00,4506.45
133,2022-04-08 15:41:00,4506.15,sell,2022-04-08 15:52:00,4503.2
134,2022-04-08 16:04:00,4497.69,sell,2022-04-08 16:16:00,4496.4
135,2022-04-08 16:33:00,4486.47,sell,2022-04-08 16:47:00,4482.02
136,2022-04-08 17:51:00,4498.78,buy,2022-04-08 18:07:00,4509.98
137,2022-04-08 18:22:00,4506.61,sell,2022-04-08 18:30:00,4508.5
138,2022-04-08 18:34:00,4510.59,buy,2022-04-08 18:36:00,4502.88
139,2022-04-08 19:21:00,4516.45,buy,2022-04-08 19:31:00,4514.46
140,2022-04-08 20:00:00,4515.32,buy,2022-04-08 20:02:00,4512.3
141,2022-04-08 20:15:00,4508.02,sell,2022-04-08 20:20:00,4510.04
142,2022-04-08 20:35:00,4504.15,sell,2022-04-08 20:43:00,4505.06
143,2022-04-08 21:16:00,4505.14,buy,2022-04-08 21:23:00,4500.6
144,2022-04-08 21:25:00,4497.13,sell,2022-04-08 21:38:00,4494.39
145,2022-04-08 21:51:00,4499.7,buy,2022-04-08 21:56:00,4501.3
146,2022-04-08 22:14:00,4501.91,buy,2022-04-08 22:22:00,4498.83
147,2022-04-08 22:35:00,4494.93,sell,2022-04-08 22:44:00,4501.06
148,2022-04-11 01:02:00,4494.11,buy,2022-04-11 01:14:00,4491.24
149,2022-04-11 03:00:00,4479.52,sell,2022-04-11 03:12:00,4475.03
150,2022-04-11 04:33:00,4476.8,sell,2022-04-11 04:44:00,4475.13
151,2022-04-11 04:47:00,4470.27,sell,2022-04-11 05:00:00,4468.97
152,2022-04-11 05:19:00,4459.98,sell,2022-04-11 05:31:00,4461.43
153,2022-04-11 06:35:00,4456.14,sell,2022-04-11 06:39:00,4456.63
154,2022-04-11 08:39:00,4460.84,buy,2022-04-11 08:47:00,4457.36
155,2022-04-11 09:01:00,4465.13,buy,2022-04-11 09:07:00,4463.89
156,2022-04-11 10:03:00,4472.02,buy,2022-04-11 10:07:00,4466.65
157,2022-04-11 11:02:00,4476.14,sell,2022-04-11 11:15:00,4469.58
158,2022-04-11 12:47:00,4470.99,buy,2022-04-11 13:07:00,4473.17
159,2022-04-11 13:28:00,4470.75,sell,2022-04-11 13:31:00,4472.05
160,2022-04-11 13:52:00,4472.66,buy,2022-04-11 14:01:00,4473.35
161,2022-04-11 14:20:00,4467.49,sell,2022-04-11 14:27:00,4468.62
162,2022-04-11 14:40:00,4462.49,sell,2022-04-11 14:50:00,4460.92
163,2022-04-11 15:10:00,4453.73,sell,2022-04-11 15:15:00,4456.91
164,2022-04-11 15:51:00,4458.09,buy,2022-04-11 15:59:00,4456.33
165,2022-04-11 16:34:00,4454.76,sell,2022-04-11 16:36:00,4460.62
166,2022-04-11 17:05:00,4449.86,sell,2022-04-11 17:08:00,4454.58
167,2022-04-11 17:11:00,4455.4,buy,2022-04-11 17:18:00,4450.12
168,2022-04-11 17:43:00,4435.19,sell,2022-04-11 17:48:00,4437.63
169,2022-04-11 18:13:00,4432.61,sell,2022-04-11 18:17:00,4433.28
170,2022-04-11 18:33:00,4438.69,buy,2022-04-11 18:39:00,4435.69
171,2022-04-11 20:00:00,4436.54,buy,2022-04-11 20:14:00,4438.55
172,2022-04-11 20:23:00,4431.69,sell,2022-04-11 20:28:00,4432.32
173,2022-04-11 21:08:00,4438.61,buy,2022-04-11 21:13:00,4433.42
174,2022-04-11 21:47:00,4435.37,buy,2022-04-11 21:54:00,4437.55
175,2022-04-11 22:06:00,4433.51,sell,2022-04-11 22:39:00,4419.75
176,2022-04-11 22:51:00,4413.77,sell,2022-04-11 22:59:00,4414.42
177,2022-04-12 03:50:00,4402.45,sell,2022-04-12 04:04:00,4398.97
178,2022-04-12 08:14:00,4393.58,buy,2022-04-12 08:22:00,4395.97
179,2022-04-12 09:06:00,4391.72,sell,2022-04-12 09:09:00,4395.45
180,2022-04-12 09:14:00,4396.73,buy,2022-04-12 09:22:00,4395.92
181,2022-04-12 09:39:00,4401.9,buy,2022-04-12 09:44:00,4399.46
182,2022-04-12 10:09:00,4395.76,sell,2022-04-12 10:12:00,4399.48
183,2022-04-12 10:19:00,4393.15,sell,2022-04-12 10:46:00,4392.5
184,2022-04-12 10:51:00,4393.8,buy,2022-04-12 11:04:00,4395.43
185,2022-04-12 11:21:00,4402.55,buy,2022-04-12 11:26:00,4401.34
186,2022-04-12 11:36:00,4409.4,buy,2022-04-12 11:45:00,4409.52
187,2022-04-12 13:36:00,4418.01,buy,2022-04-12 13:41:00,4416.38
188,2022-04-12 15:08:00,4423.74,buy,2022-04-12 15:18:00,4422.79
189,2022-04-12 15:30:00,4441.1,buy,2022-04-12 15:58:00,4463.21
190,2022-04-12 17:20:00,4457.75,sell,2022-04-12 17:46:00,4445.94
191,2022-04-12 18:11:00,4438.66,sell,2022-04-12 18:15:00,4443.97
192,2022-04-12 18:18:00,4446.62,buy,2022-04-12 18:35:00,4453.92
193,2022-04-12 19:04:00,4447.56,sell,2022-04-12 19:15:00,4444.05
194,2022-04-12 19:46:00,4428.46,sell,2022-04-12 19:49:00,4432.5
195,2022-04-12 20:30:00,4428.3,sell,2022-04-12 21:00:00,4408.86
196,2022-04-12 21:32:00,4395.51,sell,2022-04-12 21:35:00,4401.89
197,2022-04-12 22:02:00,4395.74,sell,2022-04-12 22:16:00,4387.0
198,2022-04-12 23:02:00,4393.51,sell,2022-04-12 23:09:00,4402.23
199,2022-04-13 08:35:00,4425.81,buy,2022-04-13 09:01:00,4430.13
200,2022-04-13 10:06:00,4417.41,sell,2022-04-13 10:16:00,4418.38
201,2022-04-13 10:21:00,4420.68,buy,2022-04-13 10:30:00,4417.96
202,2022-04-13 10:43:00,4422.42,buy,2022-04-13 10:52:00,4420.13
203,2022-04-13 11:05:00,4426.52,buy,2022-04-13 11:13:00,4424.18
204,2022-04-13 11:45:00,4427.2,buy,2022-04-13 11:51:00,4426.47
205,2022-04-13 12:40:00,4415.81,sell,2022-04-13 12:53:00,4414.36
206,2022-04-13 12:59:00,4408.62,sell,2022-04-13 13:04:00,4411.32
207,2022-04-13 13:37:00,4416.63,buy,2022-04-13 13:44:00,4417.72
208,2022-04-13 13:58:00,4420.84,buy,2022-04-13 14:16:00,4424.62
209,2022-04-13 14:40:00,4415.91,sell,2022-04-13 15:01:00,4404.93
210,2022-04-13 15:23:00,4396.95,sell,2022-04-13 15:33:00,4396.45
211,2022-04-13 15:40:00,4400.45,buy,2022-04-13 15:49:00,4398.37
212,2022-04-13 15:55:00,4394.21,sell,2022-04-13 16:12:00,4391.67
213,2022-04-13 16:18:00,4396.1,buy,2022-04-13 16:25:00,4396.13
214,2022-04-13 16:56:00,4406.34,sell,2022-04-13 17:05:00,4407.1
215,2022-04-13 17:40:00,4401.86,sell,2022-04-13 17:45:00,4410.43
216,2022-04-13 18:02:00,4414.68,buy,2022-04-13 18:20:00,4424.0
217,2022-04-13 18:25:00,4429.24,buy,2022-04-13 18:36:00,4429.04
218,2022-04-13 18:56:00,4422.66,sell,2022-04-13 18:59:00,4423.64
219,2022-04-13 19:21:00,4429.8,buy,2022-04-13 19:30:00,4429.52
220,2022-04-13 19:41:00,4435.62,buy,2022-04-13 19:52:00,4436.5
221,2022-04-13 20:12:00,4441.44,buy,2022-04-13 20:15:00,4439.27
222,2022-04-13 20:34:00,4432.94,sell,2022-04-13 20:44:00,4430.94
223,2022-04-13 21:06:00,4436.31,buy,2022-04-13 21:12:00,4431.41
224,2022-04-13 22:07:00,4443.92,buy,2022-04-13 22:27:00,4446.82
225,2022-04-13 22:55:00,4445.52,sell,2022-04-13 23:13:00,4444.41
226,2022-04-14 10:15:00,4443.8,sell,2022-04-14 10:18:00,4446.36
227,2022-04-14 14:52:00,4440.37,sell,2022-04-14 15:01:00,4440.61
228,2022-04-14 15:39:00,4439.2,sell,2022-04-14 15:44:00,4439.72
229,2022-04-14 16:22:00,4441.38,buy,2022-04-14 16:38:00,4453.14
230,2022-04-14 17:23:00,4428.67,buy,2022-04-14 17:38:00,4422.53
231,2022-04-14 18:24:00,4434.07,buy,2022-04-14 18:37:00,4429.62
232,2022-04-14 19:20:00,4416.5,sell,2022-04-14 19:32:00,4413.58
233,2022-04-14 19:45:00,4409.55,sell,2022-04-14 19:55:00,4410.15
234,2022-04-14 20:02:00,4414.44,buy,2022-04-14 20:06:00,4411.33
235,2022-04-14 20:37:00,4417.51,buy,2022-04-14 20:52:00,4422.11
236,2022-04-14 21:01:00,4427.08,buy,2022-04-14 21:09:00,4426.46
237,2022-04-14 21:20:00,4420.8,sell,2022-04-14 21:28:00,4423.13
238,2022-04-14 21:54:00,4410.65,sell,2022-04-14 22:03:00,4408.75
239,2022-04-14 22:10:00,4402.22,sell,2022-04-14 22:15:00,4407.3
240,2022-04-14 22:50:00,4396.42,sell,2022-04-14 23:12:00,4389.97
241,2022-04-18 01:01:00,4379.58,sell,2022-04-18 01:14:00,4388.44
242,2022-04-18 01:25:00,4381.83,buy,2022-04-18 01:33:00,4380.33
243,2022-04-18 01:35:00,4378.83,sell,2022-04-18 01:54:00,4377.59
244,2022-04-18 02:08:00,4368.85,sell,2022-04-18 02:31:00,4366.48
245,2022-04-18 04:35:00,4367.74,buy,2022-04-18 04:45:00,4369.03
246,2022-04-18 11:03:00,4377.86,buy,2022-04-18 11:07:00,4375.25
247,2022-04-18 12:22:00,4367.68,sell,2022-04-18 12:27:00,4368.77
248,2022-04-18 14:06:00,4380.83,buy,2022-04-18 14:22:00,4385.07
249,2022-04-18 16:11:00,4382.83,buy,2022-04-18 16:19:00,4383.58
250,2022-04-18 16:30:00,4391.68,buy,2022-04-18 16:41:00,4400.05
251,2022-04-18 16:51:00,4398.83,sell,2022-04-18 17:02:00,4393.4
252,2022-04-18 17:42:00,4406.98,buy,2022-04-18 17:51:00,4399.84
253,2022-04-18 17:52:00,4400.28,sell,2022-04-18 18:03:00,4400.91
254,2022-04-18 18:17:00,4393.73,sell,2022-04-18 18:31:00,4386.62
255,2022-04-18 18:40:00,4379.93,sell,2022-04-18 18:52:00,4380.15
256,2022-04-18 19:11:00,4376.04,sell,2022-04-18 19:24:00,4374.98
257,2022-04-18 19:51:00,4377.42,buy,2022-04-18 20:00:00,4378.5
258,2022-04-18 20:10:00,4387.47,buy,2022-04-18 20:16:00,4384.31
259,2022-04-18 20:55:00,4410.61,buy,2022-04-18 20:59:00,4404.61
260,2022-04-18 21:17:00,4396.78,sell,2022-04-18 21:24:00,4408.05
261,2022-04-18 21:46:00,4397.89,sell,2022-04-18 21:54:00,4402.11
262,2022-04-18 21:59:00,4396.68,sell,2022-04-18 22:11:00,4394.82
263,2022-04-18 22:13:00,4390.21,sell,2022-04-18 22:41:00,4374.96
264,2022-04-18 22:53:00,4379.03,buy,2022-04-18 23:14:00,4404.9
265,2022-04-19 02:49:00,4409.85,buy,2022-04-19 03:03:00,4413.84
266,2022-04-19 03:47:00,4404.85,sell,2022-04-19 03:55:00,4401.5
267,2022-04-19 06:23:00,4410.03,buy,2022-04-19 06:35:00,4410.92
268,2022-04-19 09:14:00,4409.41,buy,2022-04-19 09:27:00,4411.76
269,2022-04-19 10:01:00,4401.99,sell,2022-04-19 10:05:00,4404.43
270,2022-04-19 10:40:00,4391.85,sell,2022-04-19 10:44:00,4393.53
271,2022-04-19 10:49:00,4397.43,buy,2022-04-19 11:04:00,4403.41
272,2022-04-19 11:46:00,4398.19,sell,2022-04-19 12:06:00,4386.51
273,2022-04-19 12:29:00,4378.77,sell,2022-04-19 12:34:00,4380.45
274,2022-04-19 13:20:00,4383.56,buy,2022-04-19 13:30:00,4384.03
275,2022-04-19 14:01:00,4389.39,buy,2022-04-19 14:11:00,4389.42
276,2022-04-19 14:51:00,4393.94,buy,2022-04-19 15:00:00,4393.3
277,2022-04-19 15:46:00,4390.03,sell,2022-04-19 15:59:00,4390.09
278,2022-04-19 16:06:00,4384.05,sell,2022-04-19 16:14:00,4387.23
279,2022-04-19 16:30:00,4395.28,buy,2022-04-19 16:39:00,4392.81
280,2022-04-19 17:25:00,4437.53,buy,2022-04-19 17:37:00,4438.58
281,2022-04-19 17:41:00,4446.63,buy,2022-04-19 17:51:00,4446.51
282,2022-04-19 18:08:00,4449.07,buy,2022-04-19 18:18:00,4446.97
283,2022-04-19 18:24:00,4451.84,buy,2022-04-19 18:33:00,4446.89
284,2022-04-19 19:02:00,4448.54,sell,2022-04-19 19:08:00,4450.44
285,2022-04-19 19:39:00,4444.74,sell,2022-04-19 19:44:00,4447.0
286,2022-04-19 20:28:00,4441.45,sell,2022-04-19 20:33:00,4445.46
287,2022-04-19 20:50:00,4450.79,buy,2022-04-19 21:02:00,4448.7
288,2022-04-19 21:11:00,4440.6,sell,2022-04-19 21:21:00,4440.54
289,2022-04-19 21:40:00,4448.52,buy,2022-04-19 21:48:00,4447.23
290,2022-04-19 22:11:00,4457.49,buy,2022-04-19 22:27:00,4464.28
291,2022-04-19 22:45:00,4459.32,sell,2022-04-19 22:50:00,4466.01
292,2022-04-20 04:16:00,4440.45,sell,2022-04-20 04:24:00,4440.19
293,2022-04-20 10:07:00,4448.33,buy,2022-04-20 10:22:00,4447.99
294,2022-04-20 11:04:00,4441.05,sell,2022-04-20 11:11:00,4442.54
295,2022-04-20 12:01:00,4452.65,buy,2022-04-20 12:12:00,4452.24
296,2022-04-20 12:20:00,4457.44,buy,2022-04-20 12:30:00,4458.23
297,2022-04-20 14:50:00,4473.32,buy,2022-04-20 15:04:00,4480.69
298,2022-04-20 16:31:00,4485.99,buy,2022-04-20 16:34:00,4481.34
299,2022-04-20 16:41:00,4476.03,sell,2022-04-20 16:56:00,4464.59
300,2022-04-20 17:13:00,4465.76,sell,2022-04-20 17:15:00,4466.74
301,2022-04-20 17:55:00,4484.4,buy,2022-04-20 18:00:00,4476.61
302,2022-04-20 18:31:00,4471.51,buy,2022-04-20 18:46:00,4475.06
303,2022-04-20 18:52:00,4469.4,sell,2022-04-20 18:56:00,4474.23
304,2022-04-20 19:06:00,4475.39,buy,2022-04-20 19:08:00,4467.51
305,2022-04-20 19:33:00,4468.8,buy,2022-04-20 19:43:00,4471.55
306,2022-04-20 19:51:00,4476.76,buy,2022-04-20 19:57:00,4475.15
307,2022-04-20 20:15:00,4481.58,buy,2022-04-20 20:19:00,4475.54
308,2022-04-20 20:43:00,4481.55,buy,2022-04-20 20:49:00,4478.6
309,2022-04-20 21:17:00,4472.95,sell,2022-04-20 21:41:00,4460.88
310,2022-04-20 21:53:00,4454.88,sell,2022-04-20 22:01:00,4457.8
311,2022-04-20 22:34:00,4461.79,sell,2022-04-20 22:39:00,4466.29
312,2022-04-21 08:15:00,4485.56,buy,2022-04-21 08:25:00,4484.28
313,2022-04-21 09:04:00,4477.68,sell,2022-04-21 09:07:00,4478.03
314,2022-04-21 09:17:00,4472.82,sell,2022-04-21 09:20:00,4475.98
315,2022-04-21 10:17:00,4481.07,buy,2022-04-21 10:22:00,4477.35
316,2022-04-21 10:39:00,4486.11,buy,2022-04-21 10:42:00,4484.63
317,2022-04-21 10:57:00,4493.33,buy,2022-04-21 11:17:00,4495.33
318,2022-04-21 12:06:00,4490.92,sell,2022-04-21 12:14:00,4492.59
319,2022-04-21 16:31:00,4505.16,buy,2022-04-21 16:38:00,4503.47
320,2022-04-21 16:49:00,4509.69,buy,2022-04-21 17:00:00,4504.05
321,2022-04-21 18:21:00,4477.92,sell,2022-04-21 18:27:00,4485.65
322,2022-04-21 18:57:00,4462.02,sell,2022-04-21 19:11:00,4456.37
323,2022-04-21 19:25:00,4450.02,sell,2022-04-21 19:34:00,4453.44
324,2022-04-21 19:35:00,4456.52,buy,2022-04-21 19:38:00,4450.32
325,2022-04-21 19:48:00,4449.77,sell,2022-04-21 20:10:00,4434.39
326,2022-04-21 20:18:00,4428.0,sell,2022-04-21 20:21:00,4439.92
327,2022-04-21 21:24:00,4417.5,buy,2022-04-21 21:25:00,4420.92
328,2022-04-21 21:26:00,4422.55,sell,2022-04-21 21:31:00,4424.85
329,2022-04-21 22:23:00,4399.62,buy,2022-04-21 22:33:00,4399.72
330,2022-04-22 02:57:00,4381.26,sell,2022-04-22 03:05:00,4385.13
331,2022-04-22 03:08:00,4387.75,buy,2022-04-22 03:14:00,4386.63
332,2022-04-22 03:45:00,4369.43,sell,2022-04-22 03:54:00,4369.41
333,2022-04-22 04:33:00,4371.92,sell,2022-04-22 04:35:00,4375.07
334,2022-04-22 04:58:00,4376.87,buy,2022-04-22 05:11:00,4379.65
335,2022-04-22 07:23:00,4382.69,buy,2022-04-22 07:32:00,4379.14
336,2022-04-22 08:09:00,4386.52,buy,2022-04-22 08:18:00,4388.5
337,2022-04-22 08:40:00,4389.92,buy,2022-04-22 08:46:00,4389.16
338,2022-04-22 09:00:00,4383.28,sell,2022-04-22 09:03:00,4384.77
339,2022-04-22 10:03:00,4396.3,buy,2022-04-22 10:07:00,4393.08
